gisjoin,state,county,year,birth_place_diversity,source_note
G0100010,Alabama,Autauga,1870,0.5817376211607481,full native-state + foreign-country
G0100015,Alabama,Baker,1870,0.5757211508672372,full native-state + foreign-country
G0100030,Alabama,Baldwin,1870,0.587530048002852,full native-state + foreign-country
G0100050,Alabama,Barbour,1870,0.6426496316651333,full native-state + foreign-country
G0100070,Alabama,Bibb,1870,0.5704338006691829,full native-state + foreign-country
G0100090,Alabama,Blount,1870,0.6374254369989412,full native-state + foreign-country
G0100110,Alabama,Bullock,1870,0.637556133144502,full native-state + foreign-country
G0100130,Alabama,Butler,1870,0.5922028418566189,full native-state + foreign-country
G0100150,Alabama,Calhoun,1870,0.662080337064491,full native-state + foreign-country
G0100170,Alabama,Chambers,1870,0.6649641376273978,full native-state + foreign-country
G0100190,Alabama,Cherokee,1870,0.7113298238622292,full native-state + foreign-country
G0100230,Alabama,Choctaw,1870,0.5888750560049656,full native-state + foreign-country
G0100250,Alabama,Clarke,1870,0.5634510425090948,full native-state + foreign-country
G0100270,Alabama,Clay,1870,0.6748019207143483,full native-state + foreign-country
G0100290,Alabama,Cleburne,1870,0.6940303099655356,full native-state + foreign-country
G0100310,Alabama,Coffee,1870,0.6200945455590727,full native-state + foreign-country
G0100330,Alabama,Colbert,1870,0.6141696476351106,full native-state + foreign-country
G0100350,Alabama,Conecuh,1870,0.5648072281896324,full native-state + foreign-country
G0100370,Alabama,Coosa,1870,0.6175786094260639,full native-state + foreign-country
G0100390,Alabama,Covington,1870,0.6314467805206603,full native-state + foreign-country
G0100410,Alabama,Crenshaw,1870,0.6107260799466742,full native-state + foreign-country
G0100450,Alabama,Dale,1870,0.638013521238398,full native-state + foreign-country
G0100470,Alabama,Dallas,1870,0.6000126747839916,full native-state + foreign-country
G0100490,Alabama,DeKalb,1870,0.6885368472122495,full native-state + foreign-country
G0100510,Alabama,Elmore,1870,0.6128962179755559,full native-state + foreign-country
G0100530,Alabama,Escambia,1870,0.5777743540625936,full native-state + foreign-country
G0100550,Alabama,Etowah,1870,0.6737385124374264,full native-state + foreign-country
G0100570,Alabama,Fayette,1870,0.6059787959651722,full native-state + foreign-country
G0100590,Alabama,Franklin,1870,0.5977273245680139,full native-state + foreign-country
G0100610,Alabama,Geneva,1870,0.6349268216580365,full native-state + foreign-country
G0100630,Alabama,Greene,1870,0.5801553996398959,full native-state + foreign-country
G0100650,Alabama,Hale,1870,0.6030062135472881,full native-state + foreign-country
G0100670,Alabama,Henry,1870,0.655647268294069,full native-state + foreign-country
G0100710,Alabama,Jackson,1870,0.6279313627770753,full native-state + foreign-country
G0100730,Alabama,Jefferson,1870,0.5851118195049032,full native-state + foreign-country
G0100770,Alabama,Lauderdale,1870,0.5949481013754645,full native-state + foreign-country
G0100790,Alabama,Lawrence,1870,0.5966784620340233,full native-state + foreign-country
G0100810,Alabama,Lee,1870,0.6631010606371892,full native-state + foreign-country
G0100830,Alabama,Limestone,1870,0.6073573751107455,full native-state + foreign-country
G0100850,Alabama,Lowndes,1870,0.6137032068962909,full native-state + foreign-country
G0100870,Alabama,Macon,1870,0.6208548139335053,full native-state + foreign-country
G0100890,Alabama,Madison,1870,0.6066379384894761,full native-state + foreign-country
G0100910,Alabama,Marengo,1870,0.5955861090831936,full native-state + foreign-country
G0100930,Alabama,Marion,1870,0.5821948749868905,full native-state + foreign-country
G0100950,Alabama,Marshall,1870,0.6343458157847521,full native-state + foreign-country
G0100970,Alabama,Mobile,1870,0.6316675522912812,full native-state + foreign-country
G0100990,Alabama,Monroe,1870,0.5632954311577114,full native-state + foreign-country
G0101010,Alabama,Montgomery,1870,0.5964984579930466,full native-state + foreign-country
G0101030,Alabama,Morgan,1870,0.604634040344189,full native-state + foreign-country
G0101050,Alabama,Perry,1870,0.5925194592218821,full native-state + foreign-country
G0101070,Alabama,Pickens,1870,0.598971930905652,full native-state + foreign-country
G0101090,Alabama,Pike,1870,0.6110744481747061,full native-state + foreign-country
G0101110,Alabama,Randolph,1870,0.6876074055623205,full native-state + foreign-country
G0101130,Alabama,Russell,1870,0.671148695132964,full native-state + foreign-country
G0101150,Alabama,St Clair,1870,0.6357043216805656,full native-state + foreign-country
G0101155,Alabama,Sanford,1870,0.6134697557985536,full native-state + foreign-country
G0101170,Alabama,Shelby,1870,0.6099447510554892,full native-state + foreign-country
G0101190,Alabama,Sumter,1870,0.5876353507436971,full native-state + foreign-country
G0101210,Alabama,Talladega,1870,0.627781407745301,full native-state + foreign-country
G0101230,Alabama,Tallapoosa,1870,0.6359111893247629,full native-state + foreign-country
G0101250,Alabama,Tuscaloosa,1870,0.5960357082529599,full native-state + foreign-country
G0101270,Alabama,Walker,1870,0.5604889893683989,full native-state + foreign-country
G0101290,Alabama,Washington,1870,0.5535036138326104,full native-state + foreign-country
G0101310,Alabama,Wilcox,1870,0.5640685317174527,full native-state + foreign-country
G0101330,Alabama,Winston,1870,0.6593920171731676,full native-state + foreign-country
G0450155,Arizona Territory,Mohave,1870,0.8578024007386889,full native-state + foreign-country
G0450177,Arizona Territory,Pah-Ute,1870,,full native-state + foreign-country
G0450195,Arizona Territory,Pima,1870,0.7887265422301246,full native-state + foreign-country
G0450255,Arizona Territory,Yavapai,1870,0.9053883009656966,full native-state + foreign-country
G0450275,Arizona Territory,Yuma,1870,0.8199623204901522,full native-state + foreign-country
G0500010,Arkansas,Arkansas,1870,0.7421359743246853,full native-state + foreign-country
G0500030,Arkansas,Ashley,1870,0.744045219788982,full native-state + foreign-country
G0500070,Arkansas,Benton,1870,0.6948761197876934,full native-state + foreign-country
G0500090,Arkansas,Boone,1870,0.7066377956974788,full native-state + foreign-country
G0500110,Arkansas,Bradley,1870,0.6840729473616454,full native-state + foreign-country
G0500130,Arkansas,Calhoun,1870,0.6972177439381239,full native-state + foreign-country
G0500150,Arkansas,Carroll,1870,0.6747605543472661,full native-state + foreign-country
G0500170,Arkansas,Chicot,1870,0.6688143714477262,full native-state + foreign-country
G0500190,Arkansas,Clark,1870,0.6984031990132911,full native-state + foreign-country
G0500270,Arkansas,Columbia,1870,0.7181094657422212,full native-state + foreign-country
G0500290,Arkansas,Conway,1870,0.7068778855032318,full native-state + foreign-country
G0500310,Arkansas,Craighead,1870,0.7336890748801905,full native-state + foreign-country
G0500330,Arkansas,Crawford,1870,0.6635594894182839,full native-state + foreign-country
G0500350,Arkansas,Crittenden,1870,0.8066709750566892,full native-state + foreign-country
G0500370,Arkansas,Cross,1870,0.7422628189519708,full native-state + foreign-country
G0500390,Arkansas,Dallas,1870,0.7130756477374165,full native-state + foreign-country
G0500410,Arkansas,Desha,1870,0.7545761873224756,full native-state + foreign-country
G0500430,Arkansas,Drew,1870,0.7340577359152178,full native-state + foreign-country
G0500470,Arkansas,Franklin,1870,0.6777994808604075,full native-state + foreign-country
G0500490,Arkansas,Fulton,1870,0.7231197131695499,full native-state + foreign-country
G0500530,Arkansas,Grant,1870,0.7065247791376217,full native-state + foreign-country
G0500550,Arkansas,Greene,1870,0.7381444259470438,full native-state + foreign-country
G0500570,Arkansas,Hempstead,1870,0.6395642738033902,full native-state + foreign-country
G0500590,Arkansas,Hot Spring,1870,0.6838690275335808,full native-state + foreign-country
G0500630,Arkansas,Independence,1870,0.6895560325316858,full native-state + foreign-country
G0500650,Arkansas,Izard,1870,0.7034741120970207,full native-state + foreign-country
G0500670,Arkansas,Jackson,1870,0.7136527748961624,full native-state + foreign-country
G0500690,Arkansas,Jefferson,1870,0.7121626274103541,full native-state + foreign-country
G0500710,Arkansas,Johnson,1870,0.6842339600814251,full native-state + foreign-country
G0500730,Arkansas,Lafayette,1870,0.6880018849369567,full native-state + foreign-country
G0500750,Arkansas,Lawrence,1870,0.6826436773956597,full native-state + foreign-country
G0500810,Arkansas,Little River,1870,0.682502250882589,full native-state + foreign-country
G0500870,Arkansas,Madison,1870,0.6478049537871625,full native-state + foreign-country
G0500890,Arkansas,Marion,1870,0.7001980613215916,full native-state + foreign-country
G0500930,Arkansas,Mississippi,1870,0.71320251619396,full native-state + foreign-country
G0500950,Arkansas,Monroe,1870,0.776223349641651,full native-state + foreign-country
G0500970,Arkansas,Montgomery,1870,0.7059126991649378,full native-state + foreign-country
G0501010,Arkansas,Newton,1870,0.6379722585725021,full native-state + foreign-country
G0501030,Arkansas,Ouachita,1870,0.6815205350177134,full native-state + foreign-country
G0501050,Arkansas,Perry,1870,0.6966829310592721,full native-state + foreign-country
G0501070,Arkansas,Phillips,1870,0.7670768304816326,full native-state + foreign-country
G0501090,Arkansas,Pike,1870,0.6848195545114268,full native-state + foreign-country
G0501110,Arkansas,Poinsett,1870,0.7342941606648199,full native-state + foreign-country
G0501130,Arkansas,Polk,1870,0.7111913454455514,full native-state + foreign-country
G0501150,Arkansas,Pope,1870,0.6696561907332617,full native-state + foreign-country
G0501170,Arkansas,Prairie,1870,0.784096198769322,full native-state + foreign-country
G0501190,Arkansas,Pulaski,1870,0.724482343606103,full native-state + foreign-country
G0501210,Arkansas,Randolph,1870,0.682670415331565,full native-state + foreign-country
G0501230,Arkansas,St Francis,1870,0.7611934195876684,full native-state + foreign-country
G0501250,Arkansas,Saline,1870,0.6948985317562534,full native-state + foreign-country
G0501270,Arkansas,Scott,1870,0.7123383065078208,full native-state + foreign-country
G0501290,Arkansas,Searcy,1870,0.6663950581211844,full native-state + foreign-country
G0501310,Arkansas,Sebastian,1870,0.7104450202202343,full native-state + foreign-country
G0501330,Arkansas,Sevier,1870,0.6787361738943609,full native-state + foreign-country
G0501350,Arkansas,Sharp,1870,0.6889809369903569,full native-state + foreign-country
G0501390,Arkansas,Union,1870,0.6913256990529637,full native-state + foreign-country
G0501410,Arkansas,Van Buren,1870,0.6862961743405844,full native-state + foreign-country
G0501430,Arkansas,Washington,1870,0.6522164146120095,full native-state + foreign-country
G0501450,Arkansas,White,1870,0.757657525377229,full native-state + foreign-country
G0501470,Arkansas,Woodruff,1870,0.7881259220441897,full native-state + foreign-country
G0501490,Arkansas,Yell,1870,0.7241925081743963,full native-state + foreign-country
G0600010,California,Alameda,1870,0.8291143207110263,full native-state + foreign-country
G0600030,California,Alpine,1870,0.8683586778703153,full native-state + foreign-country
G0600050,California,Amador,1870,0.8410980171503447,full native-state + foreign-country
G0600070,California,Butte,1870,0.8423429632073043,full native-state + foreign-country
G0600090,California,Calaveras,1870,0.8298494454240866,full native-state + foreign-country
G0600110,California,Colusa,1870,0.7829597780177384,full native-state + foreign-country
G0600130,California,Contra Costa,1870,0.7871404304099041,full native-state + foreign-country
G0600150,California,Del Norte,1870,0.6937371088359472,full native-state + foreign-country
G0600170,California,El Dorado,1870,0.8295672368336429,full native-state + foreign-country
G0600190,California,Fresno,1870,0.651380663901709,full native-state + foreign-country
G0600230,California,Humboldt,1870,0.8001855127071176,full native-state + foreign-country
G0600270,California,Inyo,1870,0.8963748328005855,full native-state + foreign-country
G0600290,California,Kern,1870,0.8137882431664458,full native-state + foreign-country
G0600315,California,Klamath,1870,0.8174402173500596,full native-state + foreign-country
G0600330,California,Lake,1870,0.7572786816434642,full native-state + foreign-country
G0600350,California,Lassen,1870,0.8026002720910029,full native-state + foreign-country
G0600370,California,Los Angeles,1870,0.7293284054265686,full native-state + foreign-country
G0600410,California,Marin,1870,0.839333984172562,full native-state + foreign-country
G0600430,California,Mariposa,1870,0.8354410417374152,full native-state + foreign-country
G0600450,California,Mendocino,1870,0.7542259485265346,full native-state + foreign-country
G0600470,California,Merced,1870,0.7862830637848579,full native-state + foreign-country
G0600510,California,Mono,1870,0.8809339089639561,full native-state + foreign-country
G0600530,California,Monterey,1870,0.7228395924625194,full native-state + foreign-country
G0600550,California,Napa,1870,0.7945499895295376,full native-state + foreign-country
G0600570,California,Nevada,1870,0.8454932023814268,full native-state + foreign-country
G0600610,California,Placer,1870,0.8499169465044176,full native-state + foreign-country
G0600630,California,Plumas,1870,0.8634655972769287,full native-state + foreign-country
G0600670,California,Sacramento,1870,0.8425617842924366,full native-state + foreign-country
G0600710,California,San Bernardino,1870,0.710037263774288,full native-state + foreign-country
G0600730,California,San Diego,1870,0.7846307291773685,full native-state + foreign-country
G0600750,California,San Francisco,1870,0.8539783525568179,full native-state + foreign-country
G0600770,California,San Joaquin,1870,0.8152094280507705,full native-state + foreign-country
G0600790,California,San Luis Obispo,1870,0.695483373929509,full native-state + foreign-country
G0600810,California,San Mateo,1870,0.8404838797126862,full native-state + foreign-country
G0600830,California,Santa Barbara,1870,0.6699149387757048,full native-state + foreign-country
G0600850,California,Santa Clara,1870,0.8036434098763803,full native-state + foreign-country
G0600870,California,Santa Cruz,1870,0.7539665597076322,full native-state + foreign-country
G0600890,California,Shasta,1870,0.817778310940499,full native-state + foreign-country
G0600910,California,Sierra,1870,0.8671173486696938,full native-state + foreign-country
G0600930,California,Siskiyou,1870,0.8169385893244668,full native-state + foreign-country
G0600950,California,Solano,1870,0.8412266667757204,full native-state + foreign-country
G0600970,California,Sonoma,1870,0.7796053757098345,full native-state + foreign-country
G0600990,California,Stanislaus,1870,0.8097107059498464,full native-state + foreign-country
G0601010,California,Sutter,1870,0.8074350057436662,full native-state + foreign-country
G0601030,California,Tehama,1870,0.8039464834474579,full native-state + foreign-country
G0601050,California,Trinity,1870,0.8047842223356348,full native-state + foreign-country
G0601070,California,Tulare,1870,0.7250717017281852,full native-state + foreign-country
G0601090,California,Tuolumne,1870,0.8291215344047885,full native-state + foreign-country
G0601130,California,Yolo,1870,0.814707511534387,full native-state + foreign-country
G0601150,California,Yuba,1870,0.8348032406548105,full native-state + foreign-country
G0850015,Colorado Territory,Arapahoe,1870,0.8958378121523584,full native-state + foreign-country
G0850035,Colorado Territory,Bent,1870,0.882978379003353,full native-state + foreign-country
G0850055,Colorado Territory,Boulder,1870,0.8366630864765815,full native-state + foreign-country
G0850075,Colorado Territory,Clear Creek,1870,0.8774826695806813,full native-state + foreign-country
G0850095,Colorado Territory,Conejos,1870,0.6585101845218575,full native-state + foreign-country
G0850115,Colorado Territory,Costilla,1870,0.6433575161369811,full native-state + foreign-country
G0850135,Colorado Territory,Douglas,1870,0.8982090948578302,full native-state + foreign-country
G0850155,Colorado Territory,El Paso,1870,0.8654898093359632,full native-state + foreign-country
G0850175,Colorado Territory,Fremont,1870,0.8797583382677978,full native-state + foreign-country
G0850195,Colorado Territory,Gilpin,1870,0.8835756421930745,full native-state + foreign-country
G0850215,Colorado Territory,Greenwood,1870,0.8822664999406723,full native-state + foreign-country
G0850235,Colorado Territory,Huerfano,1870,0.6058706545424594,full native-state + foreign-country
G0850255,Colorado Territory,Jefferson,1870,0.8744481783032353,full native-state + foreign-country
G0850275,Colorado Territory,Lake,1870,0.8835775950017237,full native-state + foreign-country
G0850295,Colorado Territory,Larimer,1870,0.8679586933916598,full native-state + foreign-country
G0850315,Colorado Territory,Las Animas,1870,0.44562976422201295,full native-state + foreign-country
G0850335,Colorado Territory,Park,1870,0.8949018051973815,full native-state + foreign-country
G0850355,Colorado Territory,Pueblo,1870,0.8234359590050505,full native-state + foreign-country
G0850375,Colorado Territory,Saguache,1870,0.7479981575963719,full native-state + foreign-country
G0850395,Colorado Territory,Summit,1870,0.8837037037037037,full native-state + foreign-country
G0850415,Colorado Territory,Weld,1870,0.8765372044206309,full native-state + foreign-country
G0900010,Connecticut,Fairfield,1870,0.6759867308179661,full native-state + foreign-country
G0900030,Connecticut,Hartford,1870,0.6780082636502587,full native-state + foreign-country
G0900050,Connecticut,Litchfield,1870,0.630953910574056,full native-state + foreign-country
G0900070,Connecticut,Middlesex,1870,0.6443486435383246,full native-state + foreign-country
G0900090,Connecticut,New Haven,1870,0.6745629281534795,full native-state + foreign-country
G0900110,Connecticut,New London,1870,0.6554039008010466,full native-state + foreign-country
G0900130,Connecticut,Tolland,1870,0.6525986952755307,full native-state + foreign-country
G0900150,Connecticut,Windham,1870,0.7075577553538466,full native-state + foreign-country
G0950075,Dakota Territory,Bon Homme,1870,0.8514085637052611,full native-state + foreign-country
G0950135,Dakota Territory,Brookings,1870,0.7165532879818595,full native-state + foreign-country
G0950195,Dakota Territory,Buffalo,1870,0.8317100884668452,full native-state + foreign-country
G0950295,Dakota Territory,Charles Mix,1870,0.5986271429547163,full native-state + foreign-country
G0950355,Dakota Territory,Clay,1870,0.8808474278056049,full native-state + foreign-country
G0950495,Dakota Territory,Deuel,1870,0.6578449905482042,full native-state + foreign-country
G0950815,Dakota Territory,Hutchinson,1870,0.8418549346016646,full native-state + foreign-country
G0950855,Dakota Territory,Jayne,1870,0.0,full native-state + foreign-country
G0950975,Dakota Territory,Lincoln,1870,0.845273088659332,full native-state + foreign-country
G0951195,Dakota Territory,Minnehaha,1870,0.6529249528233415,full native-state + foreign-country
G0951275,Dakota Territory,Pembina,1870,0.7325855399459431,full native-state + foreign-country
G0951655,Dakota Territory,Todd,1870,0.8700107162255398,full native-state + foreign-country
G0951735,Dakota Territory,Union,1870,0.8877772765886518,full native-state + foreign-country
G0951755,Dakota Territory,Unorganized Territory,1870,0.8707450826620228,full native-state + foreign-country
G0951855,Dakota Territory,Yankton,1870,0.9107730120386308,full native-state + foreign-country
G1000010,Delaware,Kent,1870,0.5732201587549537,full native-state + foreign-country
G1000030,Delaware,New Castle,1870,0.6809264808477773,full native-state + foreign-country
G1000050,Delaware,Sussex,1870,0.5398193487633114,full native-state + foreign-country
G1100010,District Of Columbia,District Of Columbia,1870,0.8036239041498421,full native-state + foreign-country
G1200010,Florida,Alachua,1870,0.7218580986416578,full native-state + foreign-country
G1200030,Florida,Baker,1870,0.6997453340244844,full native-state + foreign-country
G1200070,Florida,Bradford,1870,0.670327463413833,full native-state + foreign-country
G1200090,Florida,Brevard,1870,0.7657609334776962,full native-state + foreign-country
G1200130,Florida,Calhoun,1870,0.6508459174598702,full native-state + foreign-country
G1200190,Florida,Clay,1870,0.653035915808512,full native-state + foreign-country
G1200230,Florida,Columbia,1870,0.6975304092462599,full native-state + foreign-country
G1200250,Florida,Dade,1870,0.8357093425605536,full native-state + foreign-country
G1200310,Florida,Duval,1870,0.6983494093451967,full native-state + foreign-country
G1200330,Florida,Escambia,1870,0.724684903231298,full native-state + foreign-country
G1200370,Florida,Franklin,1870,0.6900613529086126,full native-state + foreign-country
G1200390,Florida,Gadsden,1870,0.6440185522301385,full native-state + foreign-country
G1200470,Florida,Hamilton,1870,0.6947537552555506,full native-state + foreign-country
G1200530,Florida,Hernando,1870,0.703863101226238,full native-state + foreign-country
G1200570,Florida,Hillsborough,1870,0.6849323874319454,full native-state + foreign-country
G1200590,Florida,Holmes,1870,0.7371900993061047,full native-state + foreign-country
G1200630,Florida,Jackson,1870,0.6548670250650251,full native-state + foreign-country
G1200650,Florida,Jefferson,1870,0.6348124209930074,full native-state + foreign-country
G1200670,Florida,Lafayette,1870,0.6759440476828054,full native-state + foreign-country
G1200730,Florida,Leon,1870,0.6612687280348541,full native-state + foreign-country
G1200750,Florida,Levy,1870,0.6752346510285089,full native-state + foreign-country
G1200770,Florida,Liberty,1870,0.6291400882033495,full native-state + foreign-country
G1200790,Florida,Madison,1870,0.7028081641277075,full native-state + foreign-country
G1200810,Florida,Manatee,1870,0.6620140628453401,full native-state + foreign-country
G1200830,Florida,Marion,1870,0.7125685408926654,full native-state + foreign-country
G1200870,Florida,Monroe,1870,0.7567786227631559,full native-state + foreign-country
G1200890,Florida,Nassau,1870,0.6893323067255579,full native-state + foreign-country
G1200950,Florida,Orange,1870,0.7145980591715977,full native-state + foreign-country
G1201050,Florida,Polk,1870,0.7176669588995681,full native-state + foreign-country
G1201070,Florida,Putnam,1870,0.7268714995280496,full native-state + foreign-country
G1201090,Florida,St Johns,1870,0.6134160404077038,full native-state + foreign-country
G1201130,Florida,Santa Rosa,1870,0.6803919374326725,full native-state + foreign-country
G1201190,Florida,Sumter,1870,0.72662066821411,full native-state + foreign-country
G1201210,Florida,Suwannee,1870,0.7225472917725977,full native-state + foreign-country
G1201230,Florida,Taylor,1870,0.6836476748030845,full native-state + foreign-country
G1201270,Florida,Volusia,1870,0.7488912009512485,full native-state + foreign-country
G1201290,Florida,Wakulla,1870,0.6884978998367339,full native-state + foreign-country
G1201310,Florida,Walton,1870,0.7187065006746318,full native-state + foreign-country
G1201330,Florida,Washington,1870,0.6876024145018462,full native-state + foreign-country
G1300010,Georgia,Appling,1870,0.5401203449298848,full native-state + foreign-country
G1300070,Georgia,Baker,1870,0.5801707634913682,full native-state + foreign-country
G1300090,Georgia,Baldwin,1870,0.540883421889867,full native-state + foreign-country
G1300110,Georgia,Banks,1870,0.555583439742044,full native-state + foreign-country
G1300150,Georgia,Bartow,1870,0.6077976943072159,full native-state + foreign-country
G1300190,Georgia,Berrien,1870,0.5353688275698845,full native-state + foreign-country
G1300210,Georgia,Bibb,1870,0.5685296841069519,full native-state + foreign-country
G1300270,Georgia,Brooks,1870,0.5560208379389353,full native-state + foreign-country
G1300290,Georgia,Bryan,1870,0.5172533858267777,full native-state + foreign-country
G1300310,Georgia,Bulloch,1870,0.5114034031369505,full native-state + foreign-country
G1300330,Georgia,Burke,1870,0.5121854516928288,full native-state + foreign-country
G1300350,Georgia,Butts,1870,0.5188791544050365,full native-state + foreign-country
G1300370,Georgia,Calhoun,1870,0.5532550027292771,full native-state + foreign-country
G1300390,Georgia,Camden,1870,0.5386268319699216,full native-state + foreign-country
G1300395,Georgia,Campbell,1870,0.5365265457568511,full native-state + foreign-country
G1300450,Georgia,Carroll,1870,0.5605440552087534,full native-state + foreign-country
G1300470,Georgia,Catoosa,1870,0.6636264278992087,full native-state + foreign-country
G1300490,Georgia,Charlton,1870,0.5485087494477359,full native-state + foreign-country
G1300510,Georgia,Chatham,1870,0.5986983119930385,full native-state + foreign-country
G1300530,Georgia,Chattahoochee,1870,0.5573892686547912,full native-state + foreign-country
G1300550,Georgia,Chattooga,1870,0.6129571454981284,full native-state + foreign-country
G1300570,Georgia,Cherokee,1870,0.5912471524880812,full native-state + foreign-country
G1300590,Georgia,Clarke,1870,0.5305448098485013,full native-state + foreign-country
G1300610,Georgia,Clay,1870,0.5646962987349491,full native-state + foreign-country
G1300630,Georgia,Clayton,1870,0.5514795835174814,full native-state + foreign-country
G1300650,Georgia,Clinch,1870,0.5357844349946657,full native-state + foreign-country
G1300670,Georgia,Cobb,1870,0.5658913572093103,full native-state + foreign-country
G1300690,Georgia,Coffee,1870,0.5136646075761695,full native-state + foreign-country
G1300710,Georgia,Colquitt,1870,0.5528296016923502,full native-state + foreign-country
G1300730,Georgia,Columbia,1870,0.5294676481570877,full native-state + foreign-country
G1300770,Georgia,Coweta,1870,0.5548483554351593,full native-state + foreign-country
G1300790,Georgia,Crawford,1870,0.5321157803581629,full native-state + foreign-country
G1300830,Georgia,Dade,1870,0.6947380802243235,full native-state + foreign-country
G1300850,Georgia,Dawson,1870,0.6060573810693539,full native-state + foreign-country
G1300870,Georgia,Decatur,1870,0.5633454701526385,full native-state + foreign-country
G1300890,Georgia,DeKalb,1870,0.5579627887115896,full native-state + foreign-country
G1300930,Georgia,Dooly,1870,0.537600993129006,full native-state + foreign-country
G1300950,Georgia,Dougherty,1870,0.5840992618043291,full native-state + foreign-country
G1300990,Georgia,Early,1870,0.572072565604437,full native-state + foreign-country
G1301010,Georgia,Echols,1870,0.5394606835005085,full native-state + foreign-country
G1301030,Georgia,Effingham,1870,0.5377287796285029,full native-state + foreign-country
G1301050,Georgia,Elbert,1870,0.5342275725629564,full native-state + foreign-country
G1301070,Georgia,Emanuel,1870,0.52999760460554,full native-state + foreign-country
G1301110,Georgia,Fannin,1870,0.6516681948850014,full native-state + foreign-country
G1301130,Georgia,Fayette,1870,0.5369971737381718,full native-state + foreign-country
G1301150,Georgia,Floyd,1870,0.6232297661601794,full native-state + foreign-country
G1301170,Georgia,Forsyth,1870,0.581844737528638,full native-state + foreign-country
G1301190,Georgia,Franklin,1870,0.579168319040539,full native-state + foreign-country
G1301210,Georgia,Fulton,1870,0.5835811463320518,full native-state + foreign-country
G1301230,Georgia,Gilmer,1870,0.6402656947211662,full native-state + foreign-country
G1301250,Georgia,Glascock,1870,0.5106387597859086,full native-state + foreign-country
G1301270,Georgia,Glynn,1870,0.5604418786787608,full native-state + foreign-country
G1301290,Georgia,Gordon,1870,0.6044829907025437,full native-state + foreign-country
G1301330,Georgia,Greene,1870,0.5146733347754036,full native-state + foreign-country
G1301350,Georgia,Gwinnett,1870,0.5485595208545448,full native-state + foreign-country
G1301370,Georgia,Habersham,1870,0.5931582831558616,full native-state + foreign-country
G1301390,Georgia,Hall,1870,0.5595937345679012,full native-state + foreign-country
G1301410,Georgia,Hancock,1870,0.5162660353207787,full native-state + foreign-country
G1301430,Georgia,Haralson,1870,0.572131831770796,full native-state + foreign-country
G1301450,Georgia,Harris,1870,0.5388105557663673,full native-state + foreign-country
G1301470,Georgia,Hart,1870,0.5892010449483205,full native-state + foreign-country
G1301490,Georgia,Heard,1870,0.5409889077383463,full native-state + foreign-country
G1301510,Georgia,Henry,1870,0.5312910284073344,full native-state + foreign-country
G1301530,Georgia,Houston,1870,0.5643349641009503,full native-state + foreign-country
G1301550,Georgia,Irwin,1870,0.5276071681281762,full native-state + foreign-country
G1301570,Georgia,Jackson,1870,0.5273171839690007,full native-state + foreign-country
G1301590,Georgia,Jasper,1870,0.5175851699717586,full native-state + foreign-country
G1301630,Georgia,Jefferson,1870,0.5162009008939572,full native-state + foreign-country
G1301670,Georgia,Johnson,1870,0.5008436109656342,full native-state + foreign-country
G1301690,Georgia,Jones,1870,0.5209206563931694,full native-state + foreign-country
G1301750,Georgia,Laurens,1870,0.5155208129532804,full native-state + foreign-country
G1301770,Georgia,Lee,1870,0.5370551100886611,full native-state + foreign-country
G1301790,Georgia,Liberty,1870,0.5085286141205453,full native-state + foreign-country
G1301810,Georgia,Lincoln,1870,0.5410789964469913,full native-state + foreign-country
G1301850,Georgia,Lowndes,1870,0.5442311170999234,full native-state + foreign-country
G1301870,Georgia,Lumpkin,1870,0.5824602108070969,full native-state + foreign-country
G1301910,Georgia,McIntosh,1870,0.5348095535995258,full native-state + foreign-country
G1301930,Georgia,Macon,1870,0.5708782186627046,full native-state + foreign-country
G1301950,Georgia,Madison,1870,0.5191097014242954,full native-state + foreign-country
G1301970,Georgia,Marion,1870,0.5467845928963548,full native-state + foreign-country
G1301990,Georgia,Meriwether,1870,0.5212580898561485,full native-state + foreign-country
G1302010,Georgia,Miller,1870,0.5611335027779645,full native-state + foreign-country
G1302015,Georgia,Milton,1870,0.5549312474951976,full native-state + foreign-country
G1302050,Georgia,Mitchell,1870,0.584718227045258,full native-state + foreign-country
G1302070,Georgia,Monroe,1870,0.5247574429854176,full native-state + foreign-country
G1302090,Georgia,Montgomery,1870,0.5283261114849129,full native-state + foreign-country
G1302110,Georgia,Morgan,1870,0.5296068938194105,full native-state + foreign-country
G1302130,Georgia,Murray,1870,0.6713205759778305,full native-state + foreign-country
G1302150,Georgia,Muscogee,1870,0.6174655532446565,full native-state + foreign-country
G1302170,Georgia,Newton,1870,0.5419192689793964,full native-state + foreign-country
G1302210,Georgia,Oglethorpe,1870,0.5172784632940275,full native-state + foreign-country
G1302230,Georgia,Paulding,1870,0.563414043286444,full native-state + foreign-country
G1302270,Georgia,Pickens,1870,0.6020143384019903,full native-state + foreign-country
G1302290,Georgia,Pierce,1870,0.5510999786016204,full native-state + foreign-country
G1302310,Georgia,Pike,1870,0.5402729962544179,full native-state + foreign-country
G1302330,Georgia,Polk,1870,0.5916093139339855,full native-state + foreign-country
G1302350,Georgia,Pulaski,1870,0.5450950984317122,full native-state + foreign-country
G1302370,Georgia,Putnam,1870,0.528684237784107,full native-state + foreign-country
G1302390,Georgia,Quitman,1870,0.5629881696357522,full native-state + foreign-country
G1302410,Georgia,Rabun,1870,0.6274908281863449,full native-state + foreign-country
