gisjoin,state,county,year,slaves,total_population,slave_share
G0100010,Alabama,Autauga,1850,8730.0,15023.0,0.5811089662517473
G0100030,Alabama,Baldwin,1850,2218.0,4414.0,0.5024920706841867
G0100050,Alabama,Barbour,1850,10780.0,23632.0,0.4561611374407583
G0100055,Alabama,Benton,1850,3763.0,17163.0,0.21925071374468333
G0100070,Alabama,Bibb,1850,2861.0,9969.0,0.2869896679707092
G0100090,Alabama,Blount,1850,426.0,7367.0,0.05782543776299715
G0100130,Alabama,Butler,1850,3639.0,10836.0,0.3358250276854928
G0100170,Alabama,Chambers,1850,11158.0,23960.0,0.46569282136894824
G0100190,Alabama,Cherokee,1850,1691.0,13884.0,0.12179487179487179
G0100230,Alabama,Choctaw,1850,3769.0,8389.0,0.449278817499106
G0100250,Alabama,Clarke,1850,4876.0,9786.0,0.49826282444308195
G0100310,Alabama,Coffee,1850,557.0,5940.0,0.09377104377104377
G0100350,Alabama,Conecuh,1850,4394.0,9322.0,0.47135807766573695
G0100370,Alabama,Coosa,1850,4120.0,14543.0,0.2832978065048477
G0100390,Alabama,Covington,1850,480.0,3645.0,0.13168724279835392
G0100450,Alabama,Dale,1850,757.0,6382.0,0.1186148542776559
G0100470,Alabama,Dallas,1850,22258.0,29727.0,0.7487469303999731
G0100490,Alabama,DeKalb,1850,506.0,8245.0,0.06137052759248029
G0100570,Alabama,Fayette,1850,1221.0,9681.0,0.12612333436628448
G0100590,Alabama,Franklin,1850,8197.0,19610.0,0.41800101988781235
G0100630,Alabama,Greene,1850,22127.0,31441.0,0.7037626029706434
G0100655,Alabama,Hancock,1850,62.0,1542.0,0.040207522697795074
G0100670,Alabama,Henry,1850,2242.0,9019.0,0.24858631777358908
G0100710,Alabama,Jackson,1850,2292.0,14088.0,0.16269165247018738
G0100730,Alabama,Jefferson,1850,2267.0,8989.0,0.2521971298253421
G0100770,Alabama,Lauderdale,1850,6015.0,17172.0,0.3502795248078267
G0100790,Alabama,Lawrence,1850,6852.0,15258.0,0.44907589461266223
G0100830,Alabama,Limestone,1850,8063.0,16483.0,0.4891706606807013
G0100850,Alabama,Lowndes,1850,14649.0,21915.0,0.6684462696783026
G0100870,Alabama,Macon,1850,15596.0,26898.0,0.579820060971076
G0100890,Alabama,Madison,1850,14326.0,26427.0,0.5420970976652666
G0100910,Alabama,Marengo,1850,20693.0,27831.0,0.7435234091480722
G0100930,Alabama,Marion,1850,908.0,7833.0,0.11591982637559045
G0100950,Alabama,Marshall,1850,868.0,8846.0,0.0981234456251413
G0100970,Alabama,Mobile,1850,9356.0,27600.0,0.3389855072463768
G0100990,Alabama,Monroe,1850,6325.0,12013.0,0.5265129443103305
G0101010,Alabama,Montgomery,1850,19427.0,29711.0,0.6538655716737909
G0101030,Alabama,Morgan,1850,3437.0,10125.0,0.3394567901234568
G0101050,Alabama,Perry,1850,13917.0,22285.0,0.6245007852815795
G0101070,Alabama,Pickens,1850,10534.0,21512.0,0.48968017850502044
G0101090,Alabama,Pike,1850,3794.0,15920.0,0.23831658291457286
G0101110,Alabama,Randolph,1850,936.0,11581.0,0.08082203609360158
G0101130,Alabama,Russell,1850,11111.0,19548.0,0.5683957438101085
G0101150,Alabama,St Clair,1850,1321.0,6829.0,0.1934397422755894
G0101170,Alabama,Shelby,1850,2376.0,9536.0,0.24916107382550334
G0101190,Alabama,Sumter,1850,14831.0,22250.0,0.666561797752809
G0101210,Alabama,Talladega,1850,6971.0,18624.0,0.3743019759450172
G0101230,Alabama,Tallapoosa,1850,4073.0,15584.0,0.2613578028747433
G0101250,Alabama,Tuscaloosa,1850,7477.0,18056.0,0.4141005759858219
G0101270,Alabama,Walker,1850,266.0,5124.0,0.05191256830601093
G0101290,Alabama,Washington,1850,1496.0,2713.0,0.5514190932546996
G0101310,Alabama,Wilcox,1850,11835.0,17352.0,0.6820539419087137
G0500010,Arkansas,Arkansas,1850,1538.0,3245.0,0.473959938366718
G0500030,Arkansas,Ashley,1850,644.0,2058.0,0.3129251700680272
G0500070,Arkansas,Benton,1850,201.0,3710.0,0.05417789757412399
G0500110,Arkansas,Bradley,1850,1226.0,3829.0,0.32018803865238965
G0500150,Arkansas,Carroll,1850,213.0,4614.0,0.046163849154746424
G0500170,Arkansas,Chicot,1850,3984.0,5115.0,0.7788856304985338
G0500190,Arkansas,Clark,1850,950.0,4070.0,0.2334152334152334
G0500290,Arkansas,Conway,1850,240.0,3583.0,0.06698297516048005
G0500330,Arkansas,Crawford,1850,933.0,7960.0,0.11721105527638191
G0500350,Arkansas,Crittenden,1850,801.0,2648.0,0.30249244712990936
G0500390,Arkansas,Dallas,1850,2542.0,6877.0,0.3696379235131598
G0500410,Arkansas,Desha,1850,1169.0,2911.0,0.40158021298522845
G0500430,Arkansas,Drew,1850,915.0,3276.0,0.2793040293040293
G0500470,Arkansas,Franklin,1850,472.0,3972.0,0.11883182275931521
G0500490,Arkansas,Fulton,1850,50.0,1819.0,0.02748763056624519
G0500550,Arkansas,Greene,1850,53.0,2593.0,0.020439645198611647
G0500570,Arkansas,Hempstead,1850,2460.0,7672.0,0.32064650677789364
G0500590,Arkansas,Hot Spring,1850,361.0,3609.0,0.10002770850651149
G0500630,Arkansas,Independence,1850,828.0,7767.0,0.10660486674391657
G0500650,Arkansas,Izard,1850,196.0,3213.0,0.06100217864923747
G0500670,Arkansas,Jackson,1850,563.0,3086.0,0.18243681140635126
G0500690,Arkansas,Jefferson,1850,2621.0,5834.0,0.4492629413781282
G0500710,Arkansas,Johnson,1850,731.0,5227.0,0.13985077482303424
G0500730,Arkansas,Lafayette,1850,3320.0,5220.0,0.6360153256704981
G0500750,Arkansas,Lawrence,1850,388.0,5274.0,0.07356844899507016
G0500870,Arkansas,Madison,1850,164.0,4823.0,0.03400373211693966
G0500890,Arkansas,Marion,1850,126.0,2308.0,0.05459272097053726
G0500930,Arkansas,Mississippi,1850,865.0,2368.0,0.36528716216216217
G0500950,Arkansas,Monroe,1850,395.0,2049.0,0.19277696437286482
G0500970,Arkansas,Montgomery,1850,66.0,1958.0,0.033707865168539325
G0501010,Arkansas,Newton,1850,47.0,1758.0,0.026734926052332197
G0501030,Arkansas,Ouachita,1850,3304.0,9591.0,0.34448962569075176
G0501050,Arkansas,Perry,1850,15.0,978.0,0.015337423312883436
G0501070,Arkansas,Phillips,1850,2591.0,6935.0,0.3736121124729632
G0501090,Arkansas,Pike,1850,110.0,1861.0,0.05910800644814616
G0501110,Arkansas,Poinsett,1850,279.0,2308.0,0.12088388214904679
G0501130,Arkansas,Polk,1850,67.0,1263.0,0.05304829770387965
G0501150,Arkansas,Pope,1850,479.0,4710.0,0.10169851380042463
G0501170,Arkansas,Prairie,1850,273.0,2097.0,0.1301859799713877
G0501190,Arkansas,Pulaski,1850,1119.0,5657.0,0.19780802545518827
G0501210,Arkansas,Randolph,1850,243.0,3275.0,0.07419847328244275
G0501230,Arkansas,St Francis,1850,707.0,4479.0,0.15784773386916723
G0501250,Arkansas,Saline,1850,503.0,3903.0,0.1288752241865232
G0501270,Arkansas,Scott,1850,146.0,3083.0,0.04735647096983458
G0501290,Arkansas,Searcy,1850,29.0,1979.0,0.014653865588681153
G0501330,Arkansas,Sevier,1850,1372.0,4240.0,0.32358490566037734
G0501390,Arkansas,Union,1850,4767.0,10298.0,0.4629054185278695
G0501410,Arkansas,Van Buren,1850,103.0,2864.0,0.03596368715083799
G0501430,Arkansas,Washington,1850,1199.0,9970.0,0.12026078234704113
G0501450,Arkansas,White,1850,308.0,2619.0,0.11760213822069492
G0501490,Arkansas,Yell,1850,424.0,3341.0,0.126908111343909
G0600070,California,Butte,1850,0.0,3574.0,0.0
G0600090,California,Calaveras,1850,0.0,16884.0,0.0
G0600110,California,Colusa,1850,0.0,115.0,0.0
G0600115,California,Colusa-Shasta-Trinity [multi-county reporting area],1850,,,
G0600130,California,Contra Costa,1850,,,
G0600170,California,El Dorado,1850,0.0,20057.0,0.0
G0600370,California,Los Angeles,1850,0.0,3530.0,0.0
G0600410,California,Marin,1850,0.0,323.0,0.0
G0600430,California,Mariposa,1850,0.0,4379.0,0.0
G0600450,California,Mendocino,1850,0.0,55.0,0.0
G0600530,California,Monterey,1850,0.0,1872.0,0.0
G0600550,California,Napa,1850,0.0,405.0,0.0
G0600670,California,Sacramento,1850,0.0,9087.0,0.0
G0600730,California,San Diego,1850,0.0,798.0,0.0
G0600750,California,San Francisco,1850,,,
G0600770,California,San Joaquin,1850,0.0,3647.0,0.0
G0600790,California,San Luis Obispo,1850,0.0,336.0,0.0
G0600830,California,Santa Barbara,1850,0.0,1185.0,0.0
G0600850,California,Santa Clara,1850,,,
G0600870,California,Santa Cruz,1850,0.0,643.0,0.0
G0600890,California,Shasta,1850,0.0,378.0,0.0
G0600950,California,Solano,1850,0.0,580.0,0.0
G0600970,California,Sonoma,1850,0.0,560.0,0.0
G0601010,California,Sutter,1850,0.0,3444.0,0.0
G0601050,California,Trinity,1850,0.0,1635.0,0.0
G0601090,California,Tuolumne,1850,0.0,8351.0,0.0
G0601130,California,Yolo,1850,0.0,1086.0,0.0
G0601150,California,Yuba,1850,0.0,9673.0,0.0
G0900010,Connecticut,Fairfield,1850,0.0,59775.0,0.0
G0900030,Connecticut,Hartford,1850,0.0,69967.0,0.0
G0900050,Connecticut,Litchfield,1850,0.0,45253.0,0.0
G0900070,Connecticut,Middlesex,1850,0.0,27216.0,0.0
G0900090,Connecticut,New Haven,1850,0.0,65588.0,0.0
G0900110,Connecticut,New London,1850,0.0,51821.0,0.0
G0900130,Connecticut,Tolland,1850,0.0,20091.0,0.0
G0900150,Connecticut,Windham,1850,0.0,31081.0,0.0
G1000010,Delaware,Kent,1850,347.0,22816.0,0.015208625525946705
G1000030,Delaware,New Castle,1850,394.0,42780.0,0.009209911173445535
G1000050,Delaware,Sussex,1850,1549.0,25936.0,0.05972393584207279
G1100017,District Of Columbia,Georgetown,1850,725.0,8366.0,0.08666029165670572
G1100075,District Of Columbia,Rural Washington county,1850,849.0,3320.0,0.25572289156626504
G1100115,District Of Columbia,Washington City,1850,2113.0,40001.0,0.0528236794080148
G1200010,Florida,Alachua,1850,906.0,2524.0,0.3589540412044374
G1200065,Florida,Benton,1850,322.0,926.0,0.34773218142548595
G1200130,Florida,Calhoun,1850,453.0,1377.0,0.3289760348583878
G1200230,Florida,Columbia,1850,1266.0,4808.0,0.26331114808652245
G1200250,Florida,Dade,1850,11.0,159.0,0.06918238993710692
G1200310,Florida,Duval,1850,2106.0,4539.0,0.4639788499669531
G1200330,Florida,Escambia,1850,1332.0,4351.0,0.3061365203401517
G1200370,Florida,Franklin,1850,377.0,1561.0,0.24151185137732223
G1200390,Florida,Gadsden,1850,4880.0,8784.0,0.5555555555555556
G1200470,Florida,Hamilton,1850,685.0,2511.0,0.2727996814018319
G1200570,Florida,Hillsborough,1850,660.0,2377.0,0.27766091712242325
G1200590,Florida,Holmes,1850,163.0,1205.0,0.13526970954356846
G1200630,Florida,Jackson,1850,3534.0,6639.0,0.5323090826931767
G1200650,Florida,Jefferson,1850,4938.0,7718.0,0.6398030577869914
G1200730,Florida,Leon,1850,8203.0,11442.0,0.7169201188603391
G1200750,Florida,Levy,1850,145.0,465.0,0.3118279569892473
G1200790,Florida,Madison,1850,2688.0,5490.0,0.4896174863387978
G1200830,Florida,Marion,1850,1269.0,3338.0,0.38016776512881967
G1200870,Florida,Monroe,1850,431.0,2645.0,0.16294896030245748
G1200890,Florida,Nassau,1850,1077.0,2164.0,0.49768946395563773
G1200950,Florida,Orange,1850,226.0,466.0,0.48497854077253216
G1201070,Florida,Putnam,1850,204.0,687.0,0.29694323144104806
G1201090,Florida,St Johns,1850,993.0,2525.0,0.3932673267326733
G1201115,Florida,St Lucie (old),1850,27.0,139.0,0.19424460431654678
G1201130,Florida,Santa Rosa,1850,784.0,2883.0,0.2719389524800555
G1201290,Florida,Wakulla,1850,790.0,1955.0,0.4040920716112532
G1201310,Florida,Walton,1850,336.0,1817.0,0.1849201981287837
G1201330,Florida,Washington,1850,504.0,1950.0,0.25846153846153846
G1300010,Georgia,Appling,1850,404.0,2949.0,0.1369955917260088
G1300070,Georgia,Baker,1850,3765.0,8120.0,0.46366995073891626
G1300090,Georgia,Baldwin,1850,4602.0,8148.0,0.56480117820324
G1300210,Georgia,Bibb,1850,5637.0,12699.0,0.44389321993857783
G1300290,Georgia,Bryan,1850,2245.0,3424.0,0.6556658878504673
G1300310,Georgia,Bulloch,1850,1460.0,4300.0,0.3395348837209302
G1300330,Georgia,Burke,1850,10832.0,16100.0,0.6727950310559007
G1300350,Georgia,Butts,1850,2805.0,6488.0,0.43233662145499385
G1300390,Georgia,Camden,1850,4246.0,6319.0,0.6719417629371736
G1300395,Georgia,Campbell,1850,1507.0,7232.0,0.20837942477876106
G1300450,Georgia,Carroll,1850,1101.0,9357.0,0.1176659185636422
G1300455,Georgia,Cass,1850,3008.0,13300.0,0.2261654135338346
G1300458,Georgia,Cass-Cordon [multi-county reporting area],1850,,,
G1300510,Georgia,Chatham,1850,14018.0,23901.0,0.5865026567926028
G1300550,Georgia,Chattooga,1850,1680.0,6815.0,0.24651504035216434
G1300570,Georgia,Cherokee,1850,1157.0,12800.0,0.090390625
G1300590,Georgia,Clarke,1850,5589.0,11119.0,0.5026531162874359
G1300650,Georgia,Clinch,1850,129.0,637.0,0.20251177394034536
G1300670,Georgia,Cobb,1850,2272.0,13843.0,0.16412627320667486
G1300730,Georgia,Columbia,1850,8272.0,11961.0,0.691580971490678
G1300770,Georgia,Coweta,1850,5415.0,13635.0,0.39713971397139713
G1300790,Georgia,Crawford,1850,4629.0,8984.0,0.5152493321460374
G1300830,Georgia,Dade,1850,148.0,2680.0,0.05522388059701493
G1300870,Georgia,Decatur,1850,3639.0,8262.0,0.44045025417574435
G1300890,Georgia,DeKalb,1850,2924.0,14328.0,0.20407593523171413
G1300930,Georgia,Dooly,1850,2775.0,8361.0,0.33189809831359884
G1300990,Georgia,Early,1850,3529.0,7246.0,0.48702732542092186
G1301030,Georgia,Effingham,1850,1848.0,3864.0,0.4782608695652174
G1301050,Georgia,Elbert,1850,6267.0,12959.0,0.4836021297939656
G1301070,Georgia,Emanuel,1850,962.0,4577.0,0.210181341490059
G1301130,Georgia,Fayette,1850,1965.0,8709.0,0.22562866000688941
G1301150,Georgia,Floyd,1850,2999.0,8205.0,0.36550883607556367
G1301170,Georgia,Forsyth,1850,1027.0,8850.0,0.11604519774011299
G1301190,Georgia,Franklin,1850,2382.0,11513.0,0.20689655172413793
G1301230,Georgia,Gilmer,1850,200.0,8440.0,0.023696682464454975
G1301270,Georgia,Glynn,1850,4232.0,4933.0,0.857895803770525
G1301290,Georgia,Gordon,1850,828.0,5984.0,0.13836898395721925
G1301330,Georgia,Greene,1850,8266.0,13068.0,0.6325374961738598
G1301350,Georgia,Gwinnett,1850,2294.0,11257.0,0.20378431198365463
G1301370,Georgia,Habersham,1850,1218.0,8895.0,0.13693086003372681
G1301390,Georgia,Hall,1850,1336.0,8713.0,0.1533340984735453
G1301410,Georgia,Hancock,1850,7306.0,11578.0,0.6310243565382623
G1301450,Georgia,Harris,1850,7982.0,14721.0,0.5422185992799402
G1301490,Georgia,Heard,1850,2400.0,6923.0,0.34667051856131736
G1301510,Georgia,Henry,1850,4969.0,14726.0,0.33743039521933993
G1301530,Georgia,Houston,1850,9924.0,16450.0,0.6032826747720365
G1301550,Georgia,Irwin,1850,450.0,3334.0,0.1349730053989202
G1301570,Georgia,Jackson,1850,2941.0,9768.0,0.3010851760851761
G1301590,Georgia,Jasper,1850,7134.0,11486.0,0.6211039526379941
G1301630,Georgia,Jefferson,1850,5367.0,9131.0,0.5877778994633666
G1301690,Georgia,Jones,1850,6279.0,10224.0,0.6141431924882629
G1301750,Georgia,Laurens,1850,2974.0,6442.0,0.4616578702266377
G1301770,Georgia,Lee,1850,3627.0,6660.0,0.5445945945945946
G1301790,Georgia,Liberty,1850,5908.0,7926.0,0.7453949028513752
G1301810,Georgia,Lincoln,1850,3780.0,5998.0,0.6302100700233411
G1301850,Georgia,Lowndes,1850,2355.0,7714.0,0.3052890847809178
G1301870,Georgia,Lumpkin,1850,939.0,8955.0,0.10485762144053601
G1301910,Georgia,McIntosh,1850,4629.0,6027.0,0.7680438028870085
G1301930,Georgia,Macon,1850,2961.0,7052.0,0.4198808848553602
G1301950,Georgia,Madison,1850,1933.0,5703.0,0.33894441522005964
G1301970,Georgia,Marion,1850,3604.0,10280.0,0.3505836575875486
G1301990,Georgia,Meriwether,1850,7993.0,16476.0,0.4851298858946346
G1302070,Georgia,Monroe,1850,10170.0,16985.0,0.5987636149543715
G1302090,Georgia,Montgomery,1850,613.0,2154.0,0.28458681522748375
G1302110,Georgia,Morgan,1850,7094.0,10744.0,0.6602755026061057
G1302130,Georgia,Murray,1850,1930.0,14433.0,0.13372133305619066
G1302150,Georgia,Muscogee,1850,8156.0,18578.0,0.43901388739369146
G1302170,Georgia,Newton,1850,5187.0,13296.0,0.3901173285198556
G1302210,Georgia,Oglethorpe,1850,7874.0,12259.0,0.6423036136715882
G1302230,Georgia,Paulding,1850,1477.0,7039.0,0.20983094189515555
G1302310,Georgia,Pike,1850,5558.0,14306.0,0.3885083181881728
G1302350,Georgia,Pulaski,1850,2804.0,6627.0,0.4231175494190433
G1302370,Georgia,Putnam,1850,7468.0,10794.0,0.6918658513989253
G1302410,Georgia,Rabun,1850,110.0,2448.0,0.04493464052287582
G1302430,Georgia,Randolph,1850,5008.0,12868.0,0.38918246813801677
G1302450,Georgia,Richmond,1850,7812.0,16246.0,0.48085682629570353
G1302510,Georgia,Screven,1850,3673.0,6847.0,0.5364393164889733
G1302590,Georgia,Stewart,1850,7373.0,16027.0,0.46003618893117865
G1302610,Georgia,Sumter,1850,3835.0,10322.0,0.371536523929471
G1302630,Georgia,Talbot,1850,8723.0,16534.0,0.5275795330833434
G1302650,Georgia,Taliaferro,1850,3044.0,5146.0,0.5915273999222698
G1302670,Georgia,Tattnall,1850,831.0,3227.0,0.2575147195537651
G1302710,Georgia,Telfair,1850,930.0,3026.0,0.3073364177131527
G1302750,Georgia,Thomas,1850,5156.0,10103.0,0.5103434623379194
G1302850,Georgia,Troup,1850,9048.0,16879.0,0.5360507139048521
G1302890,Georgia,Twiggs,1850,4620.0,8179.0,0.5648612299792151
G1302910,Georgia,Union,1850,278.0,7234.0,0.03842963782139895
G1302930,Georgia,Upson,1850,4704.0,9424.0,0.499151103565365
G1302950,Georgia,Walker,1850,1664.0,13109.0,0.12693569303531924
G1302970,Georgia,Walton,1850,3909.0,10821.0,0.3612420293873025
G1302990,Georgia,Ware,1850,288.0,3888.0,0.07407407407407407
G1303010,Georgia,Warren,1850,6108.0,12425.0,0.49158953722334003
G1303030,Georgia,Washington,1850,5738.0,11766.0,0.4876763556008839
G1303050,Georgia,Wayne,1850,406.0,1499.0,0.27084723148765844
G1303170,Georgia,Wilkes,1850,8281.0,12107.0,0.6839844717931775
G1303190,Georgia,Wilkinson,1850,2745.0,8296.0,0.33088235294117646
G1700010,Illinois,Adams,1850,0.0,26508.0,0.0
G1700030,Illinois,Alexander,1850,0.0,2484.0,0.0
G1700050,Illinois,Bond,1850,0.0,6144.0,0.0
G1700070,Illinois,Boone,1850,0.0,7624.0,0.0
G1700090,Illinois,Brown,1850,0.0,7198.0,0.0
G1700110,Illinois,Bureau,1850,0.0,8841.0,0.0
G1700130,Illinois,Calhoun,1850,0.0,3231.0,0.0
G1700150,Illinois,Carroll,1850,0.0,4586.0,0.0
G1700170,Illinois,Cass,1850,0.0,7253.0,0.0
G1700190,Illinois,Champaign,1850,0.0,2649.0,0.0
G1700210,Illinois,Christian,1850,0.0,3203.0,0.0
G1700230,Illinois,Clark,1850,0.0,9532.0,0.0
G1700250,Illinois,Clay,1850,0.0,4289.0,0.0
G1700270,Illinois,Clinton,1850,0.0,5139.0,0.0
G1700290,Illinois,Coles,1850,0.0,9335.0,0.0
G1700310,Illinois,Cook,1850,0.0,43385.0,0.0
G1700330,Illinois,Crawford,1850,0.0,7135.0,0.0
G1700350,Illinois,Cumberland,1850,0.0,3718.0,0.0
G1700370,Illinois,DeKalb,1850,0.0,7540.0,0.0
G1700390,Illinois,De Witt,1850,0.0,5002.0,0.0
G1700430,Illinois,Dupage,1850,0.0,9290.0,0.0
G1700450,Illinois,Edgar,1850,0.0,10692.0,0.0
G1700470,Illinois,Edwards,1850,0.0,3524.0,0.0
G1700490,Illinois,Effingham,1850,0.0,3799.0,0.0
G1700510,Illinois,Fayette,1850,0.0,8075.0,0.0
G1700550,Illinois,Franklin,1850,0.0,5681.0,0.0
G1700570,Illinois,Fulton,1850,0.0,22508.0,0.0
G1700590,Illinois,Gallatin,1850,0.0,5448.0,0.0
G1700610,Illinois,Greene,1850,0.0,12429.0,0.0
G1700630,Illinois,Grundy,1850,0.0,3023.0,0.0
G1700650,Illinois,Hamilton,1850,0.0,6362.0,0.0
G1700670,Illinois,Hancock,1850,0.0,14652.0,0.0
G1700690,Illinois,Hardin,1850,0.0,2887.0,0.0
G1700710,Illinois,Henderson,1850,0.0,4612.0,0.0
G1700730,Illinois,Henry,1850,0.0,3807.0,0.0
G1700750,Illinois,Iroquois,1850,0.0,4149.0,0.0
G1700770,Illinois,Jackson,1850,0.0,5862.0,0.0
G1700790,Illinois,Jasper,1850,0.0,3220.0,0.0
G1700810,Illinois,Jefferson,1850,0.0,8109.0,0.0
G1700830,Illinois,Jersey,1850,0.0,7354.0,0.0
G1700850,Illinois,Jo Daviess,1850,0.0,18604.0,0.0
G1700870,Illinois,Johnson,1850,0.0,4114.0,0.0
G1700890,Illinois,Kane,1850,0.0,16703.0,0.0
G1700930,Illinois,Kendall,1850,0.0,7730.0,0.0
G1700950,Illinois,Knox,1850,0.0,13279.0,0.0
G1700970,Illinois,Lake,1850,0.0,14226.0,0.0
G1700990,Illinois,La Salle,1850,0.0,17815.0,0.0
G1701010,Illinois,Lawrence,1850,0.0,6121.0,0.0
G1701030,Illinois,Lee,1850,0.0,5292.0,0.0
G1701050,Illinois,Livingston,1850,0.0,1552.0,0.0
G1701070,Illinois,Logan,1850,0.0,5128.0,0.0
G1701090,Illinois,McDonough,1850,0.0,7616.0,0.0
G1701110,Illinois,McHenry,1850,0.0,14978.0,0.0
G1701130,Illinois,McLean,1850,0.0,10163.0,0.0
G1701150,Illinois,Macon,1850,0.0,3988.0,0.0
G1701170,Illinois,Macoupin,1850,0.0,12355.0,0.0
G1701190,Illinois,Madison,1850,0.0,20441.0,0.0
G1701210,Illinois,Marion,1850,0.0,6720.0,0.0
G1701230,Illinois,Marshall,1850,0.0,5180.0,0.0
G1701250,Illinois,Mason,1850,0.0,5921.0,0.0
G1701270,Illinois,Massac,1850,0.0,4092.0,0.0
G1701290,Illinois,Menard,1850,0.0,6349.0,0.0
G1701310,Illinois,Mercer,1850,0.0,5246.0,0.0
G1701330,Illinois,Monroe,1850,0.0,7679.0,0.0
G1701350,Illinois,Montgomery,1850,0.0,6277.0,0.0
G1701370,Illinois,Morgan,1850,0.0,16064.0,0.0
G1701390,Illinois,Moultrie,1850,0.0,3234.0,0.0
G1701410,Illinois,Ogle,1850,0.0,10020.0,0.0
G1701430,Illinois,Peoria,1850,0.0,17547.0,0.0
G1701450,Illinois,Perry,1850,0.0,5278.0,0.0
G1701470,Illinois,Piatt,1850,0.0,1606.0,0.0
G1701490,Illinois,Pike,1850,0.0,18819.0,0.0
G1701510,Illinois,Pope,1850,0.0,3975.0,0.0
G1701530,Illinois,Pulaski,1850,0.0,2265.0,0.0
G1701550,Illinois,Putnam,1850,0.0,3924.0,0.0
G1701570,Illinois,Randolph,1850,0.0,11079.0,0.0
G1701590,Illinois,Richland,1850,0.0,4012.0,0.0
G1701610,Illinois,Rock Island,1850,0.0,6937.0,0.0
G1701630,Illinois,St Clair,1850,0.0,20180.0,0.0
G1701650,Illinois,Saline,1850,0.0,5588.0,0.0
G1701670,Illinois,Sangamon,1850,0.0,19228.0,0.0
G1701690,Illinois,Schuyler,1850,0.0,10573.0,0.0
G1701710,Illinois,Scott,1850,0.0,7914.0,0.0
G1701730,Illinois,Shelby,1850,0.0,7807.0,0.0
G1701750,Illinois,Stark,1850,0.0,3710.0,0.0
G1701770,Illinois,Stephenson,1850,0.0,11666.0,0.0
G1701790,Illinois,Tazewell,1850,0.0,12052.0,0.0
G1701810,Illinois,Union,1850,0.0,7615.0,0.0
G1701830,Illinois,Vermilion,1850,0.0,11492.0,0.0
G1701850,Illinois,Wabash,1850,0.0,4690.0,0.0
G1701870,Illinois,Warren,1850,0.0,8176.0,0.0
G1701890,Illinois,Washington,1850,0.0,6953.0,0.0
G1701910,Illinois,Wayne,1850,0.0,6825.0,0.0
G1701930,Illinois,White,1850,0.0,8925.0,0.0
G1701950,Illinois,Whiteside,1850,0.0,5361.0,0.0
G1701970,Illinois,Will,1850,0.0,16703.0,0.0
G1701990,Illinois,Williamson,1850,0.0,7216.0,0.0
G1702010,Illinois,Winnebago,1850,0.0,11773.0,0.0
G1702030,Illinois,Woodford,1850,0.0,4415.0,0.0
G1800010,Indiana,Adams,1850,0.0,5797.0,0.0
G1800030,Indiana,Allen,1850,0.0,16919.0,0.0
G1800050,Indiana,Bartholomew,1850,0.0,12428.0,0.0
G1800070,Indiana,Benton,1850,0.0,1144.0,0.0
G1800090,Indiana,Blackford,1850,0.0,2860.0,0.0
G1800110,Indiana,Boone,1850,0.0,11631.0,0.0
G1800130,Indiana,Brown,1850,0.0,4846.0,0.0
G1800150,Indiana,Carroll,1850,0.0,11015.0,0.0
G1800170,Indiana,Cass,1850,0.0,11021.0,0.0
G1800190,Indiana,Clark,1850,0.0,15828.0,0.0
G1800210,Indiana,Clay,1850,0.0,7944.0,0.0
G1800230,Indiana,Clinton,1850,0.0,11869.0,0.0
G1800250,Indiana,Crawford,1850,0.0,6524.0,0.0
G1800270,Indiana,Daviess,1850,0.0,10352.0,0.0
G1800290,Indiana,Dearborn,1850,0.0,20166.0,0.0
G1800310,Indiana,Decatur,1850,0.0,15107.0,0.0
G1800330,Indiana,DeKalb,1850,0.0,8251.0,0.0
G1800350,Indiana,Delaware,1850,0.0,10843.0,0.0
G1800370,Indiana,Dubois,1850,0.0,6321.0,0.0
G1800390,Indiana,Elkhart,1850,0.0,12690.0,0.0
G1800410,Indiana,Fayette,1850,0.0,10217.0,0.0
G1800430,Indiana,Floyd,1850,0.0,14875.0,0.0
G1800450,Indiana,Fountain,1850,0.0,13253.0,0.0
G1800470,Indiana,Franklin,1850,0.0,17968.0,0.0
G1800490,Indiana,Fulton,1850,0.0,5982.0,0.0
G1800510,Indiana,Gibson,1850,0.0,10771.0,0.0
G1800530,Indiana,Grant,1850,0.0,11092.0,0.0
G1800550,Indiana,Greene,1850,0.0,12313.0,0.0
G1800570,Indiana,Hamilton,1850,0.0,12684.0,0.0
G1800590,Indiana,Hancock,1850,0.0,9698.0,0.0
G1800610,Indiana,Harrison,1850,0.0,15286.0,0.0
G1800630,Indiana,Hendricks,1850,0.0,14083.0,0.0
G1800650,Indiana,Henry,1850,0.0,17605.0,0.0
G1800670,Indiana,Howard,1850,0.0,6657.0,0.0
G1800690,Indiana,Huntington,1850,0.0,7850.0,0.0
G1800710,Indiana,Jackson,1850,0.0,11047.0,0.0
G1800730,Indiana,Jasper,1850,0.0,3540.0,0.0
G1800750,Indiana,Jay,1850,0.0,7047.0,0.0
G1800770,Indiana,Jefferson,1850,0.0,23916.0,0.0
G1800790,Indiana,Jennings,1850,0.0,12096.0,0.0
G1800810,Indiana,Johnson,1850,0.0,12101.0,0.0
G1800830,Indiana,Knox,1850,0.0,11084.0,0.0
G1800850,Indiana,Kosciusko,1850,0.0,10243.0,0.0
